doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_landslide_warnings	2025-12-03-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-12-03	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/LEWM_03-12-2025_16_00__1764763792.pdf	16:00	1764757800.0
lk_dmc_landslide_warnings	2025-12-02-16-00-the-landslide-ew-report	16-00-the-landslide-ew-report	2025-12-02	The Landslide Ew Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1764672793.pdf	16:00	1764671400.0
lk_dmc_landslide_warnings	2025-12-01-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-12-01	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1764585481.pdf	16:00	1764585000.0
lk_dmc_landslide_warnings	2025-11-30-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-11-30	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/LEWM_30-11-2025_16_00__1764503733.pdf	16:00	1764498600.0
lk_dmc_landslide_warnings	2025-11-29-16-00-landslide-warning	16-00-landslide-warning	2025-11-29	Landslide Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/LEWM_29-11-2025_16_00__1764415674.pdf	16:00	1764412200.0
lk_dmc_landslide_warnings	2025-11-28-23-00-landslide-early-warning	23-00-landslide-early-warning	2025-11-28	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_2300hrs_on_2025__1764269006.pdf	23:00	1764351000.0
lk_dmc_landslide_warnings	2025-11-28-16-00-landslide-early-warning	16-00-landslide-early-warning	2025-11-28	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_16__1764330786.pdf	16:00	1764325800.0
lk_dmc_landslide_warnings	2025-11-28-05-00-landslide-early-warning	05-00-landslide-early-warning	2025-11-28	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/LEWM_28-11-2025_04_30__1764289136.pdf	05:00	1764286200.0
lk_dmc_landslide_warnings	2025-11-28-02-00-landslide-early-warning	02-00-landslide-early-warning	2025-11-28	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_02__1764277062.pdf	02:00	1764275400.0
lk_dmc_landslide_warnings	2025-11-27-16-30-landslide-early-warning	16-30-landslide-early-warning	2025-11-27	Landslide Early Warning	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=276&report_type_id=5&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Landslide_Ew_Report_at_1600hrs_on_2025__1764245076.pdf	16:30	1764241200.0
